Plot,Treatment,Collar,DateTime,gC.m2.hr,DateTime
3,H,B,5/23/16 14:35,0.110797925,5/23/16
3,H,C,5/23/16 14:43,0.154009818,5/23/16
3,H,D,5/23/16 14:51,0.099869931,5/23/16
3,H,E,5/23/16 14:59,0.109430084,5/23/16
3,H,F,5/23/16 15:08,0.12575656,5/23/16
3,H,G,5/23/16 15:17,0.085484219,5/23/16
1,C,A,6/28/16 12:46,0.113516526,6/28/16
1,C,B,6/28/16 12:54,0.119082749,6/28/16
1,C,C,6/28/16 13:02,0.135984047,6/28/16
1,C,D,6/28/16 13:10,0.186904421,6/28/16
1,C,E,6/28/16 13:19,0.232656802,6/28/16
1,C,F,6/28/16 13:27,0.135441884,6/28/16
1,C,G,6/28/16 13:35,0.139048809,6/28/16
1,H,A,6/28/16 11:46,0.237658919,6/28/16
1,H,B,6/28/16 11:54,0.143276175,6/28/16
1,H,C,6/28/16 12:03,0.195122314,6/28/16
1,H,D,6/28/16 12:12,0.130992258,6/28/16
1,H,E,6/28/16 12:20,0.186757302,6/28/16
1,H,F,6/28/16 12:28,0.33583879,6/28/16
1,H,G,6/28/16 12:32,0.211798283,6/28/16
2,C,A,6/28/16 14:38,0.163408794,6/28/16
2,C,B,6/28/16 14:46,0.105649603,6/28/16
2,C,C,6/28/16 14:53,0.105676779,6/28/16
2,C,D,6/28/16 15:01,0.140894691,6/28/16
2,C,E,6/28/16 15:08,0.187486487,6/28/16
2,C,F,6/28/16 15:16,0.10631302,6/28/16
2,C,G,6/28/16 15:24,0.122768523,6/28/16
2,H,A,6/28/16 13:44,0.145920695,6/28/16
2,H,B,6/28/16 13:51,0.110516538,6/28/16
2,H,C,6/28/16 13:59,0.090343638,6/28/16
2,H,D,6/28/16 14:06,0.077242782,6/28/16
2,H,E,6/28/16 14:14,0.140164513,6/28/16
2,H,F,6/28/16 14:21,0.091786996,6/28/16
2,H,G,6/28/16 14:29,0.076462808,6/28/16
3,C,A,6/28/16 15:36,0.122570823,6/28/16
3,C,B,6/28/16 15:44,0.105146025,6/28/16
3,C,C,6/28/16 15:51,0.153989096,6/28/16
3,C,D,6/28/16 15:59,0.126599546,6/28/16
3,C,E,6/28/16 16:24,0.133160516,6/28/16
3,C,F,6/28/16 16:07,0.116146644,6/28/16
3,C,G,6/28/16 16:15,0.135101939,6/28/16
3,H,A,6/28/16 16:32,0.071284127,6/28/16
3,H,B,6/28/16 16:41,0.111312718,6/28/16
3,H,C,6/28/16 16:48,0.154904802,6/28/16
3,H,D,6/28/16 16:56,0.09887138,6/28/16
3,H,E,6/28/16 17:04,0.148491276,6/28/16
3,H,F,6/28/16 17:12,0.12695665,6/28/16
3,H,G,6/28/16 17:20,0.092641862,6/28/16
1,C,A,8/3/16 15:12,0.105472284,8/3/16
1,C,B,8/3/16 15:20,0.122670276,8/3/16
1,C,C,8/3/16 15:27,0.133535332,8/3/16
1,C,D,8/3/16 15:35,0.175355568,8/3/16
1,C,E,8/3/16 15:42,0.15791673,8/3/16
1,C,F,8/3/16 15:51,0.098401805,8/3/16
1,C,G,8/3/16 15:59,0.106310341,8/3/16
1,H,A,8/3/16 14:12,0.234613718,8/3/16
1,H,B,8/3/16 14:21,0.166208239,8/3/16
1,H,C,8/3/16 14:24,0.161832839,8/3/16
1,H,D,8/3/16 14:38,0.133124934,8/3/16
1,H,E,8/3/16 14:47,0.150567967,8/3/16
1,H,F,8/3/16 14:57,0.194133931,8/3/16
1,H,G,8/3/16 15:04,0.129245043,8/3/16
2,C,A,8/3/16 17:02,0.107387977,8/3/16
2,C,B,8/3/16 17:11,0.092687431,8/3/16
2,C,C,8/3/16 17:19,0.111450693,8/3/16
2,C,D,8/3/16 17:28,0.13448679,8/3/16
2,C,E,8/3/16 17:36,0.094322929,8/3/16
2,C,F,8/3/16 17:45,0.083795559,8/3/16
2,C,G,8/3/16 17:54,0.104516744,8/3/16
2,H,A,8/3/16 16:07,0.122250245,8/3/16
2,H,B,8/3/16 16:15,0.083843868,8/3/16
2,H,C,8/3/16 16:22,0.070813934,8/3/16
2,H,D,8/3/16 16:30,0.079883693,8/3/16
2,H,E,8/3/16 16:37,0.11719895,8/3/16
2,H,F,8/3/16 16:44,0.082358739,8/3/16
2,H,G,8/3/16 16:53,0.064918774,8/3/16
3,C,A,8/3/16 8:09,0.096449565,8/3/16
3,C,B,8/3/16 8:18,0.058839803,8/3/16
3,C,C,8/3/16 8:30,0.082706389,8/3/16
3,C,D,8/3/16 8:38,0.100329819,8/3/16
3,C,E,8/3/16 8:47,0.099305313,8/3/16
3,C,F,8/3/16 9:04,0.08688195,8/3/16
3,C,G,8/3/16 9:13,0.103525419,8/3/16
3,H,A,8/3/16 9:24,0.09994609,8/3/16
3,H,B,8/3/16 9:32,0.086792822,8/3/16
3,H,C,8/3/16 9:41,0.120952072,8/3/16
3,H,D,8/3/16 9:49,0.066461307,8/3/16
3,H,E,8/3/16 9:58,0.113707315,8/3/16
3,H,F,8/3/16 10:09,0.108994934,8/3/16
3,H,G,8/3/16 10:19,0.081335764,8/3/16
1,C,A,9/28/16 9:42,0.050211449,9/28/16
1,C,B,9/28/16 9:51,0.061933735,9/28/16
1,C,C,9/28/16 9:59,0.073803553,9/28/16
1,C,D,9/28/16 10:07,0.065062152,9/28/16
1,C,E,9/28/16 10:16,0.079148957,9/28/16
1,C,F,9/28/16 10:24,0.063453856,9/28/16
1,C,G,9/28/16 10:33,0.065009957,9/28/16
1,H,A,9/28/16 8:40,0.152560181,9/28/16
1,H,B,9/28/16 8:49,0.117018651,9/28/16
1,H,C,9/28/16 8:58,0.113171952,9/28/16
1,H,D,9/28/16 9:06,0.084798374,9/28/16
1,H,E,9/28/16 9:15,0.103838698,9/28/16
1,H,F,9/28/16 9:25,0.083573989,9/28/16
1,H,G,9/28/16 9:33,0.072809066,9/28/16
2,C,A,9/27/16 16:19,0.064736299,9/27/16
2,C,B,9/27/16 16:12,0.056087167,9/27/16
2,C,C,9/27/16 16:27,0.06609583,9/27/16
2,C,D,9/27/16 16:34,0.08846445,9/27/16
2,C,E,9/27/16 16:42,0.098315392,9/27/16
2,C,F,9/27/16 16:49,0.067536913,9/27/16
2,C,G,9/27/16 17:05,0.078854353,9/27/16
2,H,A,9/27/16 17:13,0.073494815,9/27/16
2,H,B,9/27/16 17:20,0.047809055,9/27/16
2,H,C,9/27/16 17:28,0.050519733,9/27/16
2,H,D,9/27/16 17:35,0.058013073,9/27/16
2,H,E,9/27/16 18:00,0.069320341,9/27/16
2,H,F,9/27/16 17:51,0.042202252,9/27/16
2,H,G,9/27/16 18:09,0.055785116,9/27/16
3,C,A,9/27/16 13:58,0.070149414,9/27/16
3,C,B,9/27/16 14:05,0.058119658,9/27/16
3,C,C,9/27/16 14:14,0.062475397,9/27/16
3,C,D,9/27/16 14:22,0.062073457,9/27/16
3,C,E,9/27/16 14:29,0.055107317,9/27/16
3,C,F,9/27/16 14:37,0.049816495,9/27/16
3,C,G,9/27/16 14:52,0.07526441,9/27/16
3,H,A,9/27/16 14:59,0.058495642,9/27/16
3,H,B,9/27/16 15:07,0.071919612,9/27/16
3,H,C,9/27/16 15:14,0.082624643,9/27/16
3,H,D,9/27/16 15:22,0.06442335,9/27/16
3,H,E,9/27/16 15:29,0.082683774,9/27/16
3,H,F,9/27/16 15:37,0.078585604,9/27/16
3,H,G,9/27/16 15:45,0.058429644,9/27/16
1,C,A,10/19/16 13:34,0.23462736,10/19/16
1,C,B,10/19/16 13:42,0.291843,10/19/16
1,C,C,10/19/16 13:48,0.2104152,10/19/16
1,C,D,10/19/16 13:52,0.32628768,10/19/16
1,C,E,10/19/16 13:58,0.19412964,10/19/16
1,C,F,10/19/16 14:03,0.2118564,10/19/16
1,C,G,10/19/16 14:07,0.1686204,10/19/16
1,H,A,10/19/16 14:14,0.453978,10/19/16
1,H,B,10/19/16 14:18,0.4640664,10/19/16
1,H,C,10/19/16 14:22,0.2803134,10/19/16
1,H,D,10/19/16 14:26,0.23736564,10/19/16
1,H,E,10/19/16 14:31,0.5202732,10/19/16
1,H,F,10/19/16 14:54,0.33594372,10/19/16
1,H,G,10/19/16 14:57,0.33781728,10/19/16
2,H,A,10/19/16 15:22,0.30063432,10/19/16
2,H,B,10/19/16 15:25,0.27137796,10/19/16
2,H,C,10/19/16 15:29,0.16155852,10/19/16
2,H,D,10/19/16 15:33,0.29285184,10/19/16
2,H,E,10/19/16 15:36,0.29285184,10/19/16
2,H,F,10/19/16 15:40,0.20796516,10/19/16
2,H,G,10/19/16 15:45,0.2039298,10/19/16
2,C,A,10/19/16 15:52,0.22151244,10/19/16
2,C,B,10/19/16 15:55,0.16328796,10/19/16
2,C,C,10/19/16 15:59,0.20075916,10/19/16
2,C,D,10/19/16 16:03,0.2096946,10/19/16
2,C,E,10/19/16 16:07,0.30971388,10/19/16
2,C,F,10/19/16 16:12,0.20983872,10/19/16
2,C,G,10/19/16 16:17,0.22064772,10/19/16
3,C,A,10/19/16 16:26,0.15334368,10/19/16
3,C,B,10/19/16 16:30,0.17049396,10/19/16
3,C,C,10/19/16 16:36,0.18966192,10/19/16
3,C,D,10/19/16 16:40,0.20637984,10/19/16
3,C,E,10/19/16 16:43,0.18346476,10/19/16
3,C,F,10/19/16 16:48,0.17640288,10/19/16
3,C,G,10/19/16 16:56,0.21459468,10/19/16
3,H,A,10/19/16 17:02,0.18072648,10/19/16
3,H,B,10/19/16 17:07,0.19340904,10/19/16
3,H,C,10/19/16 17:12,0.2615778,10/19/16
3,H,D,10/19/16 17:17,0.15795552,10/19/16
3,H,E,10/19/16 17:23,0.08618376,10/19/16
3,H,F,10/19/16 17:31,0.19067076,10/19/16
3,H,G,10/19/16 17:36,0.13792284,10/19/16
1,C,A,10/20/16 8:23,0.17755584,10/20/16
1,C,B,10/20/16 8:27,0.21502704,10/20/16
1,C,C,10/20/16 8:31,0.1650174,10/20/16
1,C,D,10/20/16 8:36,0.28146636,10/20/16
1,C,E,10/20/16 8:40,0.19297668,10/20/16
1,C,F,10/20/16 8:46,0.17107044,10/20/16
1,C,G,10/20/16 8:50,0.14887596,10/20/16
1,H,A,10/20/16 8:57,0.407139,10/20/16
1,H,B,10/20/16 9:02,0.39676236,10/20/16
1,H,C,10/20/16 9:06,0.25091292,10/20/16
1,H,D,10/20/16 9:09,0.23145672,10/20/16
1,H,E,10/20/16 9:14,0.4669488,10/20/16
1,H,E,10/20/16 9:17,0.41838036,10/20/16
1,H,F,10/20/16 9:20,0.281034,10/20/16
1,H,G,10/20/16 9:23,0.255813,10/20/16
2,H,A,10/20/16 9:33,0.24846288,10/20/16
2,H,B,10/20/16 9:37,0.20292096,10/20/16
2,H,C,10/20/16 9:42,0.12740208,10/20/16
2,H,D,10/20/16 9:47,0.14815536,10/20/16
2,H,E,10/20/16 9:51,0.23592444,10/20/16
2,H,F,10/20/16 9:54,0.16890864,10/20/16
2,H,G,10/20/16 9:59,0.1527672,10/20/16
2,C,A,10/20/16 10:06,0.17986176,10/20/16
2,C,B,10/20/16 10:10,0.13806696,10/20/16
2,C,C,10/20/16 10:16,0.1751058,10/20/16
2,C,D,10/20/16 10:21,0.20047092,10/20/16
2,C,E,10/20/16 10:24,0.26359548,10/20/16
2,C,F,10/20/16 10:28,0.18822072,10/20/16
2,C,G,10/20/16 10:33,0.18793248,10/20/16
3,C,A,10/20/16 11:00,0.1433994,10/20/16
3,C,B,10/20/16 11:04,0.15031716,10/20/16
3,C,C,10/20/16 11:09,0.17697936,10/20/16
3,C,D,10/20/16 11:13,0.1866354,10/20/16
3,C,E,10/20/16 11:17,0.17769996,10/20/16
3,C,F,10/20/16 11:21,0.15867612,10/20/16
3,C,G,10/20/16 11:26,0.20493864,10/20/16
3,H,A,10/20/16 11:31,0.17741172,10/20/16
3,H,B,10/20/16 11:35,0.1808706,10/20/16
3,H,C,10/20/16 11:39,0.2291508,10/20/16
3,H,D,10/20/16 11:42,0.1470024,10/20/16
3,H,E,10/20/16 11:47,0.0958398,10/20/16
3,H,F,10/20/16 11:54,0.1880766,10/20/16
3,H,G,10/20/16 11:58,0.1289874,10/20/16
1,C,A,1/16/17 15:15,0.174328259,1/16/17
1,C,C,1/16/17 15:13,0.063232229,1/16/17
1,C,G,1/16/17 13:26,0.061501382,1/16/17
2,C,A,1/16/17 14:13,0.079384667,1/16/17
2,C,C,1/16/17 14:13,0.061680447,1/16/17
2,C,D,1/16/17 14:13,0.091018155,1/16/17
2,C,G,1/16/17 14:13,0.10226478,1/16/17
1,H,A,1/16/17 14:45,0.18511712,1/16/17
1,H,B,1/16/17 14:45,0.202919873,1/16/17
1,H,C,1/16/17 14:45,0.116663845,1/16/17
1,H,D,1/16/17 14:45,0.096726873,1/16/17
1,H,E,1/16/17 14:45,NA,1/16/17
1,H,F,1/16/17 15:07,0.134037323,1/16/17
1,H,G,1/16/17 15:09,0.131924827,1/16/17
2,H,B,1/16/17 13:45,0.09699489,1/16/17
2,H,C,1/16/17 13:50,0.0615167,1/16/17
2,H,D,1/16/17 13:56,0.092355082,1/16/17
2,H,E,1/16/17 14:01,0.138707386,1/16/17
2,H,F,1/16/17 14:04,0.097045367,1/16/17
3,H,A,1/16/17 11:25,0.049971539,1/16/17
3,H,B,1/16/17 11:40,0.059381569,1/16/17
3,H,C,1/16/17 11:55,0.076700176,1/16/17
3,H,D,1/16/17 12:24,0.049022435,1/16/17
3,H,E,1/16/17 12:36,0.024077035,1/16/17
3,H,F,1/16/17 13:05,0.076825594,1/16/17
3,H,G,1/16/17 13:21,0.044151947,1/16/17
1,C,A,3/16/17 13:30,0.087368571,3/16/17
1,C,B,3/16/17 13:38,0.124587059,3/16/17
1,C,C,3/16/17 13:46,0.104085159,3/16/17
1,C,D,3/16/17 13:55,0.168353493,3/16/17
1,C,E,3/16/17 14:03,0.104182287,3/16/17
1,C,F,3/16/17 14:11,0.088055185,3/16/17
1,C,G,3/16/17 14:19,0.100748822,3/16/17
1,H,A,3/16/17 14:28,0.300373807,3/16/17
1,H,B,3/16/17 14:37,0.217235535,3/16/17
1,H,C,3/16/17 14:45,0.205000803,3/16/17
1,H,D,3/16/17 14:53,0.124849447,3/16/17
1,H,E,3/16/17 15:02,0.304242837,3/16/17
1,H,F,3/16/17 15:10,0.193432882,3/16/17
1,H,G,3/16/17 15:18,0.176556886,3/16/17
2,C,A,3/16/17 16:27,0.081801339,3/16/17
2,C,B,3/16/17 16:38,0.081781608,3/16/17
2,C,C,3/16/17 16:46,0.085630889,3/16/17
2,C,D,3/16/17 16:55,0.098610959,3/16/17
2,C,E,3/16/17 17:03,0.097620282,3/16/17
2,C,F,3/16/17 17:12,0.087519738,3/16/17
2,C,G,3/16/17 17:20,0.077760237,3/16/17
2,H,A,3/16/17 15:28,0.144409552,3/16/17
2,H,B,3/16/17 15:37,0.11434265,3/16/17
2,H,C,3/16/17 15:45,0.080219198,3/16/17
2,H,D,3/16/17 15:53,0.138421561,3/16/17
2,H,E,3/16/17 16:02,0.116248438,3/16/17
2,H,F,3/16/17 16:10,0.192077034,3/16/17
2,H,G,3/16/17 16:18,0.094468532,3/16/17
3,C,A,3/16/17 10:22,0.058483183,3/16/17
3,C,B,3/16/17 10:30,0.041917901,3/16/17
3,C,C,3/16/17 11:07,0.061196305,3/16/17
3,C,D,3/16/17 10:49,0.057562673,3/16/17
3,C,E,3/16/17 10:39,0.062770286,3/16/17
3,C,F,3/16/17 10:57,0.049279227,3/16/17
3,C,G,3/16/17 11:16,0.052172313,3/16/17
3,H,A,3/16/17 9:22,0.082512319,3/16/17
3,H,B,3/16/17 9:31,0.102207353,3/16/17
3,H,C,3/16/17 9:39,0.141257304,3/16/17
3,H,D,3/16/17 9:45,0.079835382,3/16/17
3,H,E,3/16/17 9:56,0.145200713,3/16/17
3,H,F,3/16/17 10:05,0.12064281,3/16/17
3,H,G,3/16/17 10:13,0.082149428,3/16/17
1,C,A,4/19/17 14:29,0.110730902,4/19/17
1,C,B,4/19/17 14:34,0.163233915,4/19/17
1,C,C,4/19/17 14:39,0.110671807,4/19/17
1,C,D,4/19/17 14:44,0.2107755,4/19/17
1,C,E,4/19/17 14:48,0.166214223,4/19/17
1,C,F,4/19/17 14:55,0.107248651,4/19/17
1,C,G,4/19/17 14:59,0.12484395,4/19/17
1,H,A,4/19/17 13:56,0.4885668,4/19/17
1,H,B,4/19/17 14:01,0.33680844,4/19/17
1,H,C,4/19/17 14:07,0.2248272,4/19/17
1,H,D,4/19/17 14:12,0.163821204,4/19/17
1,H,E,4/19/17 14:16,0.364825368,4/19/17
1,H,F,4/19/17 14:21,0.229069733,4/19/17
1,H,G,4/19/17 14:25,0.23477148,4/19/17
2,C,A,4/19/17 16:37,0.15838788,4/19/17
2,C,B,4/19/17 16:45,0.11659308,4/19/17
2,C,C,4/19/17 16:50,0.11255772,4/19/17
2,C,D,4/19/17 16:54,0.17323224,4/19/17
2,C,E,4/19/17 16:59,0.20421804,4/19/17
2,C,F,4/19/17 17:04,0.1340316,4/19/17
2,C,G,4/19/17 17:08,0.14642592,4/19/17
2,H,A,4/19/17 15:48,0.1974444,4/19/17
2,H,B,4/19/17 15:51,0.13777872,4/19/17
2,H,C,4/19/17 16:02,0.08113956,4/19/17
2,H,D,4/19/17 16:09,0.11659308,4/19/17
2,H,E,4/19/17 16:12,0.16689096,4/19/17
2,H,F,4/19/17 16:25,0.12668148,4/19/17
2,H,G,4/19/17 16:30,0.1073694,4/19/17
3,C,A,4/19/17 11:48,0.077899632,4/19/17
3,C,B,4/19/17 12:09,0.101982915,4/19/17
3,C,C,4/19/17 12:16,0.09228484,4/19/17
3,C,D,4/19/17 12:22,0.117785345,4/19/17
3,C,E,4/19/17 12:26,0.096034194,4/19/17
3,C,F,4/19/17 12:38,0.10890668,4/19/17
3,C,G,4/19/17 12:44,0.140148693,4/19/17
3,H,A,4/19/17 12:59,0.130467905,4/19/17
3,H,B,4/19/17 13:04,0.220746803,4/19/17
3,H,C,4/19/17 13:10,0.282273432,4/19/17
3,H,D,4/19/17 13:13,0.12603294,4/19/17
3,H,E,4/19/17 13:17,0.094613247,4/19/17
3,H,F,4/19/17 13:26,0.180097593,4/19/17
3,H,G,4/19/17 13:33,0.112450659,4/19/17
1,C,A,6/6/17 16:46,0.17885292,6/6/17
1,C,B,6/6/17 16:51,0.20191212,6/6/17
1,C,C,6/6/17 16:55,0.19225608,6/6/17
1,C,D,6/6/17 17:00,0.32455824,6/6/17
1,C,E,6/6/17 17:05,0.29270772,6/6/17
1,C,F,6/6/17 17:12,0.20652396,6/6/17
1,C,G,6/6/17 17:18,0.21488292,6/6/17
1,H,A,6/6/17 17:26,0.4510956,6/6/17
1,H,B,6/6/17 17:32,0.35294988,6/6/17
1,H,C,6/6/17 17:38,0.3631824,6/6/17
1,H,D,6/6/17 17:41,0.1830324,6/6/17
1,H,E,6/6/17 17:47,0.36411918,6/6/17
1,H,F,6/6/17 17:54,0.25927188,6/6/17
1,H,G,6/6/17 18:02,0.2745486,6/6/17
2,C,A,6/6/17 15:48,0.26092926,6/6/17
2,C,B,6/6/17 15:58,0.175991109,6/6/17
2,C,C,6/6/17 16:04,0.18753615,6/6/17
2,C,D,6/6/17 16:09,0.224417596,6/6/17
2,C,E,6/6/17 16:17,0.26546904,6/6/17
2,C,F,6/6/17 16:20,0.13540074,6/6/17
2,C,G,6/6/17 16:25,0.21082354,6/6/17
2,H,A,6/6/17 14:54,0.23568424,6/6/17
2,H,B,6/6/17 15:03,0.21123188,6/6/17
2,H,C,6/6/17 15:10,0.1718631,6/6/17
2,H,D,6/6/17 15:17,0.189078889,6/6/17
2,H,E,6/6/17 15:21,0.17087828,6/6/17
2,H,F,6/6/17 15:35,0.155958429,6/6/17
2,H,G,6/6/17 15:41,0.153508389,6/6/17
3,C,A,6/7/17 8:42,0.15752316,6/7/17
3,C,B,6/7/17 8:52,0.09454272,6/7/17
3,C,C,6/7/17 8:58,0.14930832,6/7/17
3,C,D,6/7/17 9:03,0.14080524,6/7/17
3,C,E,6/7/17 9:09,0.11976372,6/7/17
3,C,F,6/7/17 9:16,0.1671792,6/7/17
3,C,G,6/7/17 9:22,0.1851942,6/7/17
3,H,A,6/7/17 9:40,0.18130296,6/7/17
3,H,B,6/7/17 9:45,0.16602624,6/7/17
3,H,C,6/7/17 9:49,0.21416232,6/7/17
3,H,D,6/7/17 9:54,0.15435252,6/7/17
3,H,E,6/7/17 9:58,0.18346476,6/7/17
3,H,F,6/7/17 10:22,0.17856468,6/7/17
3,H,G,6/7/17 10:27,0.136914,6/7/17
1,C,A,7/10/17 10:01,0.172972411,7/10/17
1,C,B,7/10/17 10:07,0.177183494,7/10/17
1,C,C,7/10/17 10:12,0.213374951,7/10/17
1,C,D,7/10/17 10:16,0.287497161,7/10/17
1,C,E,7/10/17 10:21,0.373604865,7/10/17
1,C,F,7/10/17 10:26,0.232640393,7/10/17
1,C,G,7/10/17 10:29,0.201750793,7/10/17
1,H,A,7/10/17 9:28,0.468275536,7/10/17
1,H,B,7/10/17 9:33,0.2440736,7/10/17
1,H,C,7/10/17 9:37,0.412134654,7/10/17
1,H,D,7/10/17 9:41,0.199485898,7/10/17
1,H,E,7/10/17 9:46,0.486615442,7/10/17
1,H,F,7/10/17 9:50,0.258342016,7/10/17
1,H,G,7/10/17 9:54,0.276079616,7/10/17
2,C,A,7/10/17 15:59,0.322828489,7/10/17
2,C,B,7/10/17 16:03,0.213402249,7/10/17
2,C,C,7/10/17 16:07,0.281921721,7/10/17
2,C,D,7/10/17 16:12,0.374113191,7/10/17
2,C,E,7/10/17 16:16,0.530961298,7/10/17
2,C,F,7/10/17 16:21,0.228670935,7/10/17
2,C,G,7/10/17 16:26,0.247528487,7/10/17
2,H,A,7/10/17 16:34,0.231259218,7/10/17
2,H,B,7/10/17 16:38,0.201874736,7/10/17
2,H,C,7/10/17 16:46,0.205228043,7/10/17
2,H,D,7/10/17 16:51,0.236071218,7/10/17
2,H,E,7/10/17 16:57,0.219614039,7/10/17
2,H,F,7/10/17 17:03,0.192025067,7/10/17
2,H,G,7/10/17 17:07,0.144234724,7/10/17
3,C,A,7/10/17 14:55,0.190057861,7/10/17
3,C,B,7/10/17 15:03,0.113682518,7/10/17
3,C,C,7/10/17 15:12,0.144885923,7/10/17
3,C,D,7/10/17 15:16,0.153361613,7/10/17
3,C,E,7/10/17 15:22,0.167923639,7/10/17
3,C,F,7/10/17 15:31,0.185395962,7/10/17
3,C,G,7/10/17 15:37,0.199021683,7/10/17
3,H,A,7/10/17 14:03,0.154510547,7/10/17
3,H,B,7/10/17 14:16,0.236923992,7/10/17
3,H,C,7/10/17 14:22,0.103078322,7/10/17
3,H,D,7/10/17 14:29,0.149357627,7/10/17
3,H,E,7/10/17 14:34,0.352952793,7/10/17
3,H,F,7/10/17 14:41,0.16697484,7/10/17
3,H,G,7/10/17 14:46,0.108882486,7/10/17
1,C,A,8/29/17 12:08,0.216090186,8/29/17
1,C,B,8/29/17 12:11,0.215836926,8/29/17
1,C,C,8/29/17 NA,NA,8/29/17
1,C,D,8/29/17 NA,NA,8/29/17
1,C,E,8/29/17 NA,NA,8/29/17
1,C,F,8/29/17 NA,NA,8/29/17
1,C,G,8/29/17 NA,NA,8/29/17
1,H,A,8/29/17 11:52,0.524170963,8/29/17
1,H,B,8/29/17 11:54,0.295308383,8/29/17
1,H,C,8/29/17 NA,NA,8/29/17
1,H,D,8/29/17 NA,NA,8/29/17
1,H,E,8/29/17 NA,NA,8/29/17
1,H,F,8/29/17 NA,NA,8/29/17
1,H,G,8/29/17 NA,NA,8/29/17
2,C,A,8/29/17 12:52,0.229728728,8/29/17
2,C,B,8/29/17 12:44,0.173824152,8/29/17
2,C,C,8/29/17 NA,NA,8/29/17
2,C,D,8/29/17 NA,NA,8/29/17
2,C,E,8/29/17 NA,NA,8/29/17
2,C,F,8/29/17 NA,NA,8/29/17
2,C,G,8/29/17 NA,NA,8/29/17
2,H,A,8/29/17 14:48,0.153625729,8/29/17
2,H,B,8/29/17 15:01,0.121074932,8/29/17
2,H,C,8/29/17 NA,NA,8/29/17
2,H,D,8/29/17 NA,NA,8/29/17
2,H,E,8/29/17 NA,NA,8/29/17
2,H,F,8/29/17 NA,NA,8/29/17
2,H,G,8/29/17 NA,NA,8/29/17
3,C,A,8/29/17 12:18,0.126006271,8/29/17
3,C,B,8/29/17 12:25,0.086391125,8/29/17
3,C,C,8/29/17 12:33,0.137672062,8/29/17
3,C,D,8/29/17 12:38,0.106783085,8/29/17
3,C,E,8/29/17 12:46,0.127546737,8/29/17
3,C,F,8/29/17 12:51,0.133916248,8/29/17
3,C,G,8/29/17 12:55,0.146843563,8/29/17
3,H,A,8/29/17 11:26,0.124923524,8/29/17
3,H,B,8/29/17 11:32,0.128268518,8/29/17
3,H,C,8/29/17 11:38,0.065146412,8/29/17
3,H,D,8/29/17 11:46,0.100234265,8/29/17
3,H,E,8/29/17 11:52,0.110554942,8/29/17
3,H,F,8/29/17 12:01,0.110683729,8/29/17
3,H,G,8/29/17 12:08,0.075848418,8/29/17
1,C,A,10/4/17 14:05,0.118302435,10/4/17
1,C,B,10/4/17 14:10,0.117706667,10/4/17
1,C,C,10/4/17 14:16,0.087164001,10/4/17
1,C,D,10/4/17 14:23,0.135937678,10/4/17
1,C,E,10/4/17 14:29,0.154252921,10/4/17
1,C,F,10/4/17 14:33,0.104924992,10/4/17
1,C,G,10/4/17 14:39,0.09028333,10/4/17
1,H,A,10/4/17 1:48,0.290530451,10/4/17
1,H,B,10/4/17 14:52,0.192920035,10/4/17
1,H,C,10/4/17 14:58,0.174232984,10/4/17
1,H,D,10/4/17 15:02,0.160324763,10/4/17
1,H,E,10/4/17 15:06,0.271250589,10/4/17
1,H,F,10/4/17 15:10,0.144829437,10/4/17
1,H,G,10/4/17 15:15,0.133342974,10/4/17
2,C,A,10/4/17 12:51,0.125266691,10/4/17
2,C,B,10/4/17 12:56,0.093166748,10/4/17
2,C,C,10/4/17 13:01,0.112417959,10/4/17
2,C,D,10/4/17 13:06,0.133992094,10/4/17
2,C,E,10/4/17 13:10,0.17377231,10/4/17
2,C,F,10/4/17 13:16,0.094584752,10/4/17
2,C,G,10/4/17 13:21,0.127288283,10/4/17
2,H,A,10/4/17 12:04,0.099834738,10/4/17
2,H,B,10/4/17 12:09,0.084232054,10/4/17
2,H,C,10/4/17 12:16,0.0806048,10/4/17
2,H,D,10/4/17 12:22,0.059095614,10/4/17
2,H,E,10/4/17 12:29,0.113191017,10/4/17
