Data for Figure 1a.,,,,,,,,,,Data for Figure 1b.,,,,,,,,
Date (MT),0.20 m,0.40 m,0.75 m,1.00 m,1.50 m,2.50 m,4.63 m,6.00 m,,,,,,,,,,
5/1/13 0:00,,,12.28,11.13,9.71,9.59,10.27,10.68,,04/01/14,07/01/14,10/01/14,01/01/15,04/01/15,07/01/15,10/01/15,01/01/16,"depth, m"
5/1/13 1:00,,,12.36,11.32,9.86,9.61,10.26,10.68,,10.53,27.8,13.7,1.00,12.49,25.22,17.61,-0.41,-0.20
5/2/13 1:00,,,12.13,11.47,10.13,9.68,10.27,10.68,,8.99,24.5,15.6,1.85,11.02,22.74,17.91,1.49,-0.40
5/3/13 1:00,,,11.89,11.40,10.32,9.76,10.27,10.68,,7.7,22.1,17.4,3.45,10.67,21.03,18.12,3.62,-0.75
5/4/13 1:00,,,12.01,11.41,10.43,9.86,10.27,10.67,,7.5,20.4,17.8,4.43,9.85,19.16,17.65,4.11,-1.00
5/5/13 1:00,,,12.40,11.59,10.53,9.94,10.27,10.68,,7.3,17.6,17.9,6.54,8.80,16.14,17.16,6.15,-1.50
5/6/13 1:00,,,12.79,11.89,10.66,10.02,10.28,10.67,,7.9,14.7,17.6,9.65,8.77,13.74,16.82,9.11,-2.50
5/7/13 1:00,,,12.94,12.12,10.82,10.12,10.29,10.67,,9.6,11.8,15.5,12.68,9.86,11.48,15.14,12.61,-4.63
5/8/13 1:00,,,12.84,12.21,10.98,10.21,10.30,10.67,,10.4,11.4,14.5,13.33,10.60,11.34,14.18,13.23,-6.00
5/9/13 1:00,,,12.45,12.12,11.10,10.28,10.30,10.68,,,,,,,,,,
5/10/13 1:00,,,12.48,12.01,11.16,10.36,10.32,10.68,,,,,,,,,,
5/11/13 1:00,,,12.84,12.15,11.20,10.44,10.33,10.69,,,,,,,,,,
5/12/13 1:00,,,13.35,12.43,11.29,10.51,10.34,10.69,,,,,,,,,,
5/13/13 1:00,,,14.01,12.84,11.42,10.58,10.36,10.69,,,,,,,,,,
5/14/13 1:00,,,14.70,13.34,11.62,10.65,10.38,10.70,,,,,,,,,,
5/15/13 1:00,,,15.31,13.85,11.87,10.73,10.39,10.70,,,,,,,,,,
5/16/13 1:00,,,15.54,14.24,12.15,10.83,10.41,10.71,,,,,,,,,,
5/17/13 1:00,,,15.81,14.50,12.41,10.93,10.43,10.72,,,,,,,,,,
5/18/13 1:00,,,16.17,14.82,12.65,11.05,10.45,10.74,,,,,,,,,,
5/19/13 1:00,,,16.11,15.02,12.89,11.16,10.48,10.75,,,,,,,,,,
5/20/13 1:00,,,15.83,14.98,13.08,11.29,10.50,10.76,,,,,,,,,,
5/21/13 1:00,,,15.72,14.92,13.20,11.41,10.53,10.77,,,,,,,,,,
5/22/13 1:00,,,15.91,14.96,13.29,11.54,10.55,10.78,,,,,,,,,,
5/23/13 1:00,,,16.36,15.18,13.38,11.67,10.57,10.80,,,,,,,,,,
5/24/13 1:00,,,16.96,15.56,13.53,11.80,10.60,10.81,,,,,,,,,,
5/25/13 1:00,,,17.47,15.98,13.73,11.94,10.63,10.81,,,,,,,,,,
5/26/13 1:00,,,17.79,16.33,13.96,12.09,10.66,10.83,,,,,,,,,,
5/27/13 1:00,,,18.06,16.62,14.20,12.24,10.69,10.84,,,,,,,,,,
5/28/13 1:00,,,18.23,16.86,14.43,12.38,10.71,10.85,,,,,,,,,,
5/29/13 1:00,,,18.20,17.00,14.63,12.54,10.74,10.87,,,,,,,,,,
5/30/13 1:00,,,17.84,16.95,14.80,12.69,10.77,10.88,,,,,,,,,,
5/31/13 1:00,,,17.60,16.79,14.90,12.84,10.80,10.90,,,,,,,,,,
6/1/13 1:00,,,17.66,16.76,14.95,12.98,10.84,10.91,,,,,,,,,,
6/2/13 1:00,,,17.87,16.83,15.01,13.11,10.87,10.93,,,,,,,,,,
6/3/13 1:00,,,18.26,17.04,15.09,13.23,10.91,10.95,,,,,,,,,,
6/4/13 1:00,,,18.62,17.31,15.21,13.35,10.95,10.96,,,,,,,,,,
6/5/13 1:00,,,18.92,17.57,15.37,13.46,10.99,10.98,,,,,,,,,,
6/6/13 1:00,,,19.27,17.85,15.54,13.57,11.03,11.00,,,,,,,,,,
6/7/13 1:00,,,19.62,18.13,15.73,13.68,11.07,11.02,,,,,,,,,,
6/8/13 1:00,,,19.96,18.43,15.93,13.79,11.11,11.04,,,,,,,,,,
6/9/13 1:00,,,20.29,18.71,16.14,13.90,11.15,11.06,,,,,,,,,,
6/10/13 1:00,,,20.68,19.01,16.35,14.02,11.19,11.08,,,,,,,,,,
6/11/13 1:00,,,21.08,19.35,16.58,14.14,11.24,11.10,,,,,,,,,,
6/12/13 1:00,,,21.36,19.66,16.81,14.26,11.28,11.12,,,,,,,,,,
6/13/13 1:00,,,21.55,19.90,17.03,14.39,11.33,11.14,,,,,,,,,,
6/14/13 1:00,,,21.51,20.06,17.23,14.52,11.37,11.17,,,,,,,,,,
6/15/13 1:00,,,21.49,20.10,17.40,14.64,11.42,11.19,,,,,,,,,,
6/16/13 1:00,,,21.65,20.21,17.54,14.77,11.47,11.21,,,,,,,,,,
6/17/13 1:00,,,21.83,20.36,17.68,14.90,11.51,11.24,,,,,,,,,,
6/18/13 1:00,,,22.05,20.53,17.81,15.03,11.56,11.26,,,,,,,,,,
6/19/13 1:00,,,22.16,20.69,17.95,15.15,11.61,11.29,,,,,,,,,,
6/20/13 1:00,,,22.20,20.78,18.08,15.28,11.66,11.31,,,,,,,,,,
6/21/13 1:00,,,22.30,20.87,18.20,15.41,11.72,11.34,,,,,,,,,,
6/22/13 1:00,,,22.43,20.98,18.31,15.53,11.77,11.37,,,,,,,,,,
6/23/13 1:00,,,22.52,21.09,18.42,15.65,11.82,11.39,,,,,,,,,,
6/24/13 1:00,,,22.62,21.19,18.52,15.76,11.87,11.42,,,,,,,,,,
6/25/13 1:00,,,22.71,21.28,18.62,15.88,11.92,11.45,,,,,,,,,,
6/26/13 1:00,,,22.92,21.40,18.73,15.99,11.97,11.48,,,,,,,,,,
6/27/13 1:00,,,23.18,21.57,18.83,16.10,12.02,11.51,,,,,,,,,,
6/28/13 1:00,,,23.56,21.81,18.96,16.21,12.08,11.54,,,,,,,,,,
6/29/13 1:00,,,23.98,22.12,19.11,16.32,12.13,11.57,,,,,,,,,,
6/30/13 1:00,,,24.23,22.41,19.29,16.44,12.18,11.60,,,,,,,,,,
7/1/13 1:00,,,24.37,22.60,19.47,16.56,12.23,11.63,,,,,,,,,,
7/2/13 1:00,,,24.57,22.79,19.64,16.68,12.29,11.66,,,,,,,,,,
7/3/13 1:00,,,24.73,22.98,19.81,16.81,12.34,11.69,,,,,,,,,,
7/4/13 1:00,,,24.73,23.10,19.97,16.94,12.39,11.72,,,,,,,,,,
7/5/13 1:00,,,24.69,23.14,20.11,17.07,12.45,11.76,,,,,,,,,,
7/6/13 1:00,,,24.78,23.21,20.22,17.20,12.50,11.79,,,,,,,,,,
7/7/13 1:00,,,24.75,23.27,20.32,17.33,12.56,11.82,,,,,,,,,,
7/8/13 1:00,,,24.73,23.28,20.42,17.44,12.61,11.86,,,,,,,,,,
7/9/13 1:00,,,24.86,23.34,20.50,17.56,12.67,11.89,,,,,,,,,,
7/10/13 1:00,,,25.07,23.47,20.58,17.66,12.73,11.93,,,,,,,,,,
7/11/13 1:00,,,25.32,23.64,20.68,17.75,12.79,11.96,,,,,,,,,,
7/12/13 1:00,,,25.49,23.82,20.80,17.85,12.84,12.00,,,,,,,,,,
7/13/13 1:00,,,25.53,23.93,20.93,17.95,12.90,12.04,,,,,,,,,,
7/14/13 1:00,,,25.62,24.01,21.04,18.04,12.96,12.07,,,,,,,,,,
7/15/13 1:00,,,25.66,24.11,21.15,18.14,13.02,12.11,,,,,,,,,,
7/16/13 1:00,,,25.60,24.11,21.24,18.23,13.09,12.15,,,,,,,,,,
7/17/13 1:00,,,25.68,24.15,21.32,18.32,13.15,12.19,,,,,,,,,,
7/18/13 1:00,,,25.73,24.22,21.39,18.42,13.21,12.23,,,,,,,,,,
7/19/13 1:00,,,25.70,24.24,21.47,18.51,13.27,12.27,,,,,,,,,,
7/20/13 1:00,,,25.82,24.28,21.53,18.59,13.33,12.31,,,,,,,,,,
7/21/13 1:00,,,26.08,24.42,21.60,18.67,13.40,12.35,,,,,,,,,,
7/22/13 1:00,,,26.26,24.57,21.69,18.75,13.46,12.39,,,,,,,,,,
7/23/13 1:00,,,26.45,24.73,21.79,18.82,13.53,12.44,,,,,,,,,,
7/24/13 1:00,,,26.54,24.86,21.90,18.90,13.60,12.48,,,,,,,,,,
7/25/13 1:00,,,26.47,24.92,22.01,18.98,13.66,12.53,,,,,,,,,,
7/26/13 1:00,,,26.28,24.89,22.09,19.06,13.73,12.57,,,,,,,,,,
7/27/13 1:00,,,26.11,24.79,22.14,19.12,13.78,12.60,,,,,,,,,,
7/29/13 12:05,,,25.34,24.47,22.18,19.31,13.93,12.72,,,,,,,,,,
7/30/13 1:00,,,25.18,24.26,22.15,19.36,13.98,12.75,,,,,,,,,,
7/31/13 1:00,,,25.07,24.11,22.08,19.41,14.04,12.79,,,,,,,,,,
8/1/13 1:00,,,25.05,24.02,22.02,19.45,14.10,12.84,,,,,,,,,,
8/2/13 1:00,,,24.57,23.86,21.97,19.47,14.17,12.89,,,,,,,,,,
8/3/13 1:00,,,24.34,23.69,21.95,19.49,14.20,12.91,,,,,,,,,,
8/5/13 6:05,,,24.76,23.66,21.78,19.52,14.36,13.03,,,,,,,,,,
8/6/13 1:00,,,24.86,23.73,21.78,19.52,14.42,13.07,,,,,,,,,,
8/7/13 1:00,,,24.69,23.73,21.79,19.52,14.47,13.12,,,,,,,,,,
8/8/13 1:00,,,24.47,23.59,21.79,19.53,14.53,13.16,,,,,,,,,,
8/9/13 1:00,,,24.44,23.52,21.76,19.54,14.56,13.21,,,,,,,,,,
8/10/13 1:00,,,24.33,23.45,21.74,19.54,14.59,13.26,,,,,,,,,,
8/12/13 6:05,,,24.25,23.28,21.66,19.54,14.70,13.35,,,,,,,,,,
8/13/13 8:05,,,24.05,23.23,21.61,19.54,14.79,13.42,,,,,,,,,,
8/14/13 1:00,,,23.98,23.15,21.59,19.54,14.84,13.46,,,,,,,,,,
8/15/13 1:00,,,23.89,23.09,21.56,19.55,14.90,13.50,,,,,,,,,,
8/17/13 0:55,,,23.80,23.01,21.52,19.55,14.96,13.55,,,,,,,,,,
8/18/13 0:55,,,23.92,22.99,21.49,19.55,15.01,13.59,,,,,,,,,,
8/19/13 0:55,,,24.11,23.08,21.47,19.56,15.06,13.63,,,,,,,,,,
8/20/13 0:55,,,24.37,23.21,21.49,19.56,15.11,13.68,,,,,,,,,,
8/21/13 0:55,,,24.68,23.39,21.53,19.56,15.15,13.72,,,,,,,,,,
8/22/13 0:55,,,24.74,23.55,21.60,19.57,15.20,13.77,,,,,,,,,,
8/23/13 0:55,,,24.69,23.57,21.67,19.59,15.24,13.81,,,,,,,,,,
8/24/13 0:55,,,24.85,23.64,21.72,19.61,15.28,13.85,,,,,,,,,,
8/25/13 0:55,,,24.91,23.74,21.77,19.63,15.32,13.89,,,,,,,,,,
8/26/13 0:55,,,24.83,23.74,21.82,19.66,15.36,13.93,,,,,,,,,,
8/27/13 0:55,,,24.54,23.68,21.86,19.68,15.40,13.97,,,,,,,,,,
8/28/13 0:55,,,24.14,23.46,21.86,19.71,15.44,14.01,,,,,,,,,,
8/29/13 0:55,,,24.16,23.32,21.81,19.74,15.48,14.05,,,,,,,,,,
8/30/13 0:55,,,24.45,23.38,21.77,19.75,15.52,14.09,,,,,,,,,,
8/31/13 0:55,,,24.76,23.54,21.77,19.77,15.55,14.12,,,,,,,,,,
9/1/13 0:55,,,24.81,23.68,21.82,19.78,15.59,14.16,,,,,,,,,,
9/2/13 0:55,,,24.70,23.68,21.87,19.79,15.62,14.20,,,,,,,,,,
9/3/13 0:55,,,24.61,23.65,21.90,19.81,15.66,14.23,,,,,,,,,,
9/4/13 0:55,,,24.66,23.64,21.91,19.83,15.69,14.27,,,,,,,,,,
9/5/13 0:55,,,24.84,23.70,21.92,19.85,15.73,14.30,,,,,,,,,,
9/6/13 0:55,,,25.08,23.84,21.95,19.87,15.76,14.34,,,,,,,,,,
9/7/13 0:55,,,25.19,23.97,22.01,19.88,15.80,14.37,,,,,,,,,,
9/8/13 0:55,,,25.23,24.04,22.07,19.90,15.83,14.41,,,,,,,,,,
9/9/13 0:55,,,25.33,24.11,22.12,19.93,15.86,14.44,,,,,,,,,,
9/10/13 0:55,,,25.28,24.17,22.20,19.96,15.90,14.48,,,,,,,,,,
9/11/13 0:55,,,24.60,23.99,22.21,19.99,15.93,14.51,,,,,,,,,,
9/12/13 0:55,,,23.76,23.53,22.18,20.02,15.96,14.54,,,,,,,,,,
9/13/13 0:55,,,23.17,23.06,22.06,20.04,15.99,14.58,,,,,,,,,,
9/14/13 0:55,,,22.85,22.68,21.89,20.06,16.03,14.61,,,,,,,,,,
9/15/13 0:55,,,22.70,22.44,21.72,20.05,16.06,14.64,,,,,,,,,,
9/16/13 0:55,,,22.42,22.24,21.56,20.04,16.09,14.67,,,,,,,,,,
9/17/13 0:55,,,22.09,21.98,21.42,20.01,16.12,14.70,,,,,,,,,,
9/18/13 0:55,,,21.95,21.76,21.27,19.98,16.15,14.74,,,,,,,,,,
9/19/13 0:55,,,21.80,21.61,21.12,19.93,16.19,14.77,,,,,,,,,,
9/20/13 0:55,,,21.56,21.43,20.99,19.89,16.22,14.80,,,,,,,,,,
9/21/13 0:55,,,21.28,21.22,20.86,19.84,16.25,14.83,,,,,,,,,,
9/22/13 0:55,,,21.02,20.99,20.72,19.79,16.28,14.87,,,,,,,,,,
9/23/13 0:55,,,20.86,20.80,20.58,19.73,16.31,14.90,,,,,,,,,,
9/24/13 0:55,,,20.29,20.58,20.44,19.68,16.33,14.93,,,,,,,,,,
9/25/13 0:55,,,19.52,20.07,20.28,19.61,16.35,14.96,,,,,,,,,,
9/26/13 0:55,,,19.18,19.64,20.06,19.55,16.37,14.98,,,,,,,,,,
9/27/13 0:55,,,19.11,19.38,19.82,19.47,16.39,15.01,,,,,,,,,,
9/28/13 0:55,,,19.16,19.28,19.63,19.39,16.41,15.04,,,,,,,,,,
9/29/13 0:55,,,18.64,19.10,19.47,19.31,16.43,15.07,,,,,,,,,,
9/30/13 0:55,,,17.91,18.62,19.29,19.22,16.45,15.10,,,,,,,,,,
10/1/13 0:55,,,17.49,18.18,19.06,19.13,16.46,15.12,,,,,,,,,,
10/2/13 0:55,,,17.35,17.88,18.81,19.03,16.47,15.15,,,,,,,,,,
10/3/13 0:55,,,17.37,17.74,18.59,18.93,16.48,15.17,,,,,,,,,,
10/4/13 0:55,,,17.38,17.67,18.41,18.82,16.50,15.20,,,,,,,,,,
10/5/13 0:55,,,17.08,17.56,18.27,18.71,16.50,15.22,,,,,,,,,,
10/6/13 0:55,,,16.01,17.06,18.11,18.61,16.51,15.25,,,,,,,,,,
10/7/13 0:55,,,15.32,16.43,17.87,18.50,16.51,15.27,,,,,,,,,,
10/8/13 0:55,,,14.99,15.97,17.57,18.39,16.51,15.29,,,,,,,,,,
10/9/13 0:55,,,14.91,15.69,17.29,18.27,16.51,15.31,,,,,,,,,,
10/10/13 0:55,,,14.92,15.56,17.04,18.15,16.51,15.33,,,,,,,,,,
10/11/13 0:55,,,14.88,15.47,16.85,18.02,16.50,15.34,,,,,,,,,,
10/12/13 0:55,,,14.55,15.30,16.68,17.89,16.50,15.36,,,,,,,,,,
10/13/13 0:55,,,14.17,15.00,16.51,17.76,16.49,15.38,,,,,,,,,,
10/14/13 0:55,,,13.97,14.75,16.31,17.63,16.48,15.39,,,,,,,,,,
10/15/13 0:55,,,13.89,14.58,16.12,17.51,16.47,15.40,,,,,,,,,,
10/16/13 0:55,,,13.67,14.42,15.94,17.38,16.46,15.42,,,,,,,,,,
10/17/13 0:55,,,13.35,14.18,15.77,17.26,16.44,15.43,,,,,,,,,,
10/17/13 20:55,,,13.00,13.90,15.59,17.14,16.42,15.44,,,,,,,,,,
10/18/13 1:00,,,12.74,13.63,15.39,17.01,16.40,15.44,,,,,,,,,,
10/19/13 1:00,,,12.58,13.42,15.19,16.89,16.38,15.45,,,,,,,,,,
10/20/13 1:00,,,12.31,13.20,15.00,16.76,16.36,15.46,,,,,,,,,,
10/21/13 1:00,,,12.11,12.98,14.81,16.63,16.34,15.46,,,,,,,,,,
10/22/13 1:00,,,12.00,12.81,14.62,16.50,16.31,15.47,,,,,,,,,,
10/23/13 1:00,,,11.90,12.67,14.45,16.38,16.28,15.47,,,,,,,,,,
10/24/13 1:00,,,11.85,12.58,14.34,16.29,16.27,15.47,,,,,,,,,,
10/25/13 15:45,,,11.77,12.45,14.12,16.09,16.21,15.47,,,,,,,,,,
10/26/13 1:00,,,11.67,12.38,14.03,16.00,16.19,15.47,,,,,,,,,,
10/27/13 1:00,,,11.57,12.26,13.92,15.89,16.16,15.47,,,,,,,,,,
10/28/13 1:00,,,11.51,12.16,13.80,15.77,16.13,15.46,,,,,,,,,,
10/29/13 1:00,,,11.58,12.13,13.69,15.66,16.10,15.46,,,,,,,,,,
10/30/13 1:00,,,11.46,12.10,13.60,15.56,16.06,15.45,,,,,,,,,,
10/31/13 1:00,,,11.11,11.92,13.51,15.46,16.02,15.45,,,,,,,,,,
11/1/13 1:00,,,10.78,11.67,13.39,15.36,15.99,15.44,,,,,,,,,,
11/2/13 1:00,,,10.64,11.47,13.25,15.26,15.95,15.43,,,,,,,,,,
11/3/13 1:00,,,10.43,11.29,13.09,15.16,15.91,15.42,,,,,,,,,,
11/4/13 1:00,,,10.21,11.10,12.95,15.06,15.87,15.41,,,,,,,,,,
11/5/13 1:00,,,9.88,10.86,12.80,14.96,15.83,15.40,,,,,,,,,,
11/6/13 1:00,,,9.51,10.59,12.63,14.86,15.79,15.39,,,,,,,,,,
11/7/13 1:00,,,9.00,10.23,12.44,14.74,15.75,15.37,,,,,,,,,,
11/8/13 1:00,,,8.73,9.90,12.23,14.64,15.71,15.36,,,,,,,,,,
11/9/13 1:00,,,8.64,9.70,12.02,14.52,15.67,15.34,,,,,,,,,,
11/10/13 1:00,,,8.55,9.55,11.83,14.40,15.62,15.33,,,,,,,,,,
11/11/13 1:00,,,8.49,9.44,11.66,14.28,15.58,15.31,,,,,,,,,,
11/12/13 1:00,,,8.43,9.34,11.51,14.16,15.53,15.30,,,,,,,,,,
11/13/13 10:00,,,8.38,9.27,11.42,14.08,15.51,15.28,,,,,,,,,,
11/17/13 0:55,,,8.10,8.97,11.01,13.67,15.33,15.21,,,,,,,,,,
11/18/13 0:55,,,7.95,8.88,10.93,13.59,15.29,15.20,,,,,,,,,,
11/19/13 0:55,,,7.81,8.75,10.83,13.49,15.22,15.18,,,,,,,,,,
11/20/13 0:55,,,7.65,8.61,10.71,13.38,15.17,15.15,,,,,,,,,,
11/21/13 0:55,,,7.49,8.46,10.59,13.28,15.12,15.13,,,,,,,,,,
11/21/13 19:15,,,7.57,8.38,10.47,13.19,15.06,15.10,,,,,,,,,,
11/22/13 1:00,,,7.68,8.42,10.37,13.09,15.02,15.08,,,,,,,,,,
11/23/13 1:00,,,7.40,8.34,10.30,12.99,14.96,15.05,,,,,,,,,,
11/24/13 1:00,,,7.08,8.12,10.21,12.90,14.91,15.02,,,,,,,,,,
11/25/13 1:00,,,6.94,7.93,10.09,12.81,14.86,14.99,,,,,,,,,,
11/26/13 1:00,,,6.80,7.79,9.96,12.72,14.81,14.96,,,,,,,,,,
11/27/13 1:00,,,6.56,7.62,9.83,12.62,14.76,14.93,,,,,,,,,,
11/28/13 1:00,,,6.31,7.42,9.69,12.53,14.71,14.90,,,,,,,,,,
11/29/13 1:00,,,6.09,7.21,9.55,12.43,14.66,14.87,,,,,,,,,,
11/30/13 1:00,,,5.94,7.03,9.40,12.34,14.61,14.83,,,,,,,,,,
12/1/13 1:00,,,5.91,6.92,9.26,12.24,14.56,14.79,,,,,,,,,,
12/2/13 1:00,,,5.86,6.84,9.13,12.14,14.51,14.75,,,,,,,,,,
12/3/13 1:00,,,5.84,6.78,9.02,12.03,14.46,14.71,,,,,,,,,,
12/4/13 1:00,,,5.80,6.72,8.92,11.94,14.41,14.68,,,,,,,,,,
12/5/13 1:00,,,5.68,6.65,8.83,11.84,14.37,14.64,,,,,,,,,,
12/6/13 1:00,,,5.51,6.52,8.74,11.75,14.31,14.61,,,,,,,,,,
12/7/13 1:00,,,5.34,6.38,8.63,11.65,14.26,14.57,,,,,,,,,,
12/8/13 1:00,,,5.19,6.23,8.52,11.56,14.21,14.53,,,,,,,,,,
12/9/13 1:00,,,5.10,6.13,8.43,11.49,14.17,14.50,,,,,,,,,,
12/10/13 6:05,,,4.93,5.96,8.28,11.37,14.10,14.45,,,,,,,,,,
12/11/13 1:00,,,4.81,5.85,8.17,11.28,14.05,14.42,,,,,,,,,,
12/12/13 1:00,,,4.68,5.73,8.06,11.19,14.00,14.38,,,,,,,,,,
12/13/13 1:00,,,4.55,5.60,7.94,11.09,13.95,14.34,,,,,,,,,,
12/14/13 1:00,,,4.44,5.48,7.83,11.00,13.89,14.30,,,,,,,,,,
12/15/13 1:05,,,4.35,5.37,7.72,10.90,13.84,14.26,,,,,,,,,,
12/16/13 1:05,,,4.27,5.28,7.61,10.81,13.79,14.22,,,,,,,,,,
12/17/13 1:05,,,4.19,5.19,7.51,10.72,13.73,14.18,,,,,,,,,,
12/18/13 1:05,,,4.12,5.11,7.41,10.62,13.68,14.14,,,,,,,,,,
12/19/13 1:00,,,4.06,5.04,7.32,10.53,13.62,14.10,,,,,,,,,,
12/20/13 1:05,,,4.02,4.97,7.23,10.45,13.57,14.06,,,,,,,,,,
